,text,sentiment
6737,@Askrlfess huhu aduh virtual emg sulit kalau gak komit mah&lt;/3 gue pas omicron kmrn emg sulit buka hp lemes bgt tapi at least masih ada gitu di 24 jam gue buka hp. kalo gabisa ngetik ya vn lah,6
6738,"@03__nakula Copid, omicron otomatis hilang😀😀",6
6739,"@theycalledmemel @WanZacky18__ @KKMPutrajaya so kau rela kene omicron and delta dari side effect la ni?? side effect tu bukan bole berjangkit. virus ni bole berjangkit, kau tak tngk ke macam mna china sekarang?",15
6740,"Kementerian kesehatan Inggris menyatakan bahwa 1 dari 20 warga Inggris, terkonfirmasi positif Covid-19 varian omicron, saat ini sejumlah negara di Eropa kembali mengalami peningkatan kasus Covid-19 varian baru Deltacron dan omicrom BA.2 seperti yang terjadi di Inggris dan Belanda",17
6741,"@WanZacky18__ @theycalledmemel @KKMPutrajaya kau lebih rela kene omicron, delta and corona berbanding side effect?? bagus nya kau",4
6742,"@Azraelx27 @theycalledmemel @KKMPutrajaya so kau rasa side effect lebih teruk dari covid, omicron n delta???",0
6743,"Menteri kesehatan RI menyatakan bahwa penyebab utama terjadinya lonjakan kasus baru Covid-19 di Hongkong China, adalah karena tingginya kasus Covid-19 varian omicron Subvarian omicron BA.2,di negara tersebut,hal ini juga terjadi di Korea Selatan dan Inggris",5
6744,"Kayanya engga, omicron masih rame https://t.co/Rt7KDqub3b",0
6745,"@redvelfess Kayanya sih udh, kalo omicron biasanya cuma 5 hari",-3
6746,"Dari data sebaran kasus Covid-19 di Indonesia (20 Maret 2022), Jakarta menjadi wilayah yang mencatatkan penambahan kasus tertinggi. Yuk, #SayaBISADisiplinProtokolCovid19!

#updatecovid19 #positifcovid19 #omicron #omicronindonesia #varianomicron #jawabarat #jakarta #jawatengah https://t.co/1gQTZp3Txx",3
6747,"@Suryani62343235 @Bola_Jakarta Imo, krna kputusan liga 1 tanpa penonton udh d putuskan dari jauh"" hari bahkan sbelum omicron, saat omicron sempet ada isu ada pnonton, tapi akhirnya di batalkan d putuskan tanpa penonton ampe pekan terakhir,
Klo gp kekny bru d putuskan bberapa minggu sbelum mendekati minggu race",-4
6748,"Gue tuh suka heran sama orang-orang yang mengajak kepada kesesatan seperti 𝚐𝚘𝚜𝚊𝚑 𝚙𝚊𝚔𝚎 𝚖𝚊𝚜𝚔𝚎𝚛, 𝚗𝚝𝚊𝚛 𝚕𝚘 𝚖𝚊𝚝𝚒 𝚔𝚊𝚛𝚎𝚗𝚊 𝚎𝚗𝚐𝚊𝚙 .. Gue kek yang hah? Cara pikir nya gmn sih? Tau omicron ga lu? Ih gukguk",5
6749,"@uppoomipat @yookaromii Gua udah omicron, 2x kopid. Lu mau gua tularin hyung?",0
6750,@BeBuzzerNKRI @Jjj26918896 @P3nj3l4j4h_id @aniesbaswedan @MotoGP @NTB_Prov @jokowi Di tunda bulan Januari tapi Krn omicron naik di Eropa maka pertandingan dibatalkan https://t.co/uuGKrAaO1a,-3
6751,"Cebong berkata: woy itu bangku kosong bukan ngak ada yang duduk karna yang udah beli tiket ogah berangkat karna cuaca mau hujan takut sakit ntar kena omicron kan ngk lucu🐸
#Ogah3Periode https://t.co/IDnzt6vknJ",-19
6752,@AccAlmeer Tapi omicron kan udah ilang nduk kok masih takut Bae. 😂😂,4
6753,"@lycxje Lagi omicron jgn dkt""",0
6754,Terpantau d kursi pentonton banyak yg ga pake masker. Hallo omicron?,6
6755,"Lihat suasana bench penonton di Mandalika yg rame, muncul pertanyaan apa itu omicron? Wkwkwkwkwk.. yg aku kena bulan lalu jangan2 memang sakit musiman biasa 😅",3
6756,@Ae_Rinlcky He..he..he klo gk dibilang omicron 🙈🙈 orang udah pd gibrit😸😸,0
6757,@gloomysund4y kalo omicron ga perlu lg sih mbaa ceunah gt,-2
6758,@cimcimutt @argadnt_ Dee lak ngajak aku liak lapindo ae sek harus jual hp sek mbak :(( keungane gak sehat dee mbak :( di jajani nutrisari tok sampe watuk omicron :(,-6
6759,"@lyctte Ga voleh ngasih hadiah apapun cii...
Bolehnya ngirim ke kantor...
Soalnya mereka fs waqtu lagi omicron
Makanya juga ada pembatas akrilik waqtu fs",0
6760,"Now, I know how it feels, si omicron walaupun gejala ringan, tetap gak enak rasanya, apalagi varian yg sebelumnya.. 😔

Stay safe guys, kesehatan itu penting..",2
6761,Apa itu omicron 😂 https://t.co/YYOFdrA1rf,0
6762,"Varian Delta udah
Varian omicron udah 
Sekarang varian hybrid deltacron gabungan dari sebelumnya 
Nanti ada lagi , popcorn , seblakcron , https://t.co/102CySKKu7",-2
6763,Aku kalah dengan omicron 🥲 https://t.co/QTzNmBs1lD,-4
6764,@____Oxalisss @zulfiarrahman Ney jg wajib flu 1x sbulan bel.. kl cek psti dikata omicron inii 🤭 mknya nyantai aja ntr sembuh koq kl imun da naik lg,-6
6765,@Desyrs98_ omicron halilintar,-3
6766,Semoga omicron tidak ikut ngantri juga😇 https://t.co/ekphjK2cKG,1
6767,@CNNIndonesia omicron mah udah lewat https://t.co/aymfKiPOKl,0
6768,@yookaromii @tbzxeric cium nong eric auto omicron ya nong 🤣🤣,3
6769,@exotlv Setelah omicron ya ketawanya https://t.co/2uz8iyTkuI,4
6770,"@__RismaWidiono_ @ganjarpranowo mudik lebaran aman ya,.. sudah ga ada covid omicron megatron apalagi polytron,.. covid nya hilang nanti klo ada lagi undang saja MOTOGP lagi @KemenkesRI mana suaranya https://t.co/4G7kfY9bZK",4
6771,"mudik lebaran aman ya,.. covid apalagi omicron, megatron, polytron,.. @KemenkesRI mana suaranya https://t.co/7wtiQWwvmx",-1
6772,"@detikcom Delta vs omicron = deltacron
Mudah banget bikin virus. Hehe",5
6773,"@Widyarenee Ramadhan harapan covid &amp; omicron sudah bersih dari 🇮🇩.
Perekonomian segera membaik, 
Pariwisata naiknlagi.
Jayalah 🇮🇩🇮🇩🇮🇩🇮🇩",4
6774,@santeira Taktau la kita masih omicron ka B2. Gomen mabok nak pru.,-4
6775,@makriweh Kena omicron kak?,-3
6776,"@Wong_Loman @Gojekmilitan klo rame begini,.. omicron udah hilang donk,...
ramadhan bisa pawai takbiran sama sholat ied bersama2 tanpa ada jaga jarak",16
6777,@MulkianAdhe Ini dari temen kantor yg jadi alumni omicron ga,0
6778,"ya gitu bikin keramaian, omicron msh ++ dah gitu ntar ga boleh balik h-x lebaran karna case makin melonjak, baiklah kudu superrr sabarrr si para pejuang ldm ini :’",8
6779,Semoga menjadi penggugur dosa. Positif omicron 😶😶,2
6780,"@fakhrusykc keep living in fear?? me and my family ambil dos 1/2 &amp;bbooster, alhamdulillah tak kena corona, varian delta and omicron selama 3 tahun ni, vaccine bantu ramai rakyat",10
6781,"@fakhrusykc kkm and kerajaan try bantu rakyat, knp tak reti appreciated?? kau dapat side effect tu salah antibodi kau, kalau taknak ambil vaccine just stfu, kalau kene covid, varian omicron or delta, duduk rumah, no need untuk pergi hospital, jangn rasa diri kau mangsa keadaan",0
6782,"aku abis sakit guys, kayanya gejala omicron dan memutuskan buat rehat dulu nge BA, aku open senin yaaa😊👍🏻",-5
6783,Angka penyebaran omicron di Indonesia apakah masih tinggi? Cape juga parno terus nih,4
6784,"@fakhrusykc kalau kene covid, omicron and delta bole berjangkit, if dpat side effect, tak berjangkit",-10
6785,"@fakhrusykc ambil vaccine dos 1/2 elakkan dijangkiti covid, varian delta &amp; omicron, booster untuk kurangkan gejala, so y'all rela kene covid, omicron and delta instead ambil vaccine and booster?? patut kes naik",-10
6786,"@destyhm delta sama omicron aja udah kawin, kamu kapan?",0
6787,"Radang                                      Radang 
karena minyak goreng    🤝     gejala omicron
ga diganti https://t.co/BxzWiPhuxc",-10
6788,@eden_odon Tapi sayang matttt kalah zi jia ni. Aduh hujung2. Din apa barang baik sakit pala omicron,-8
6789,"Masuk sekolah korban zonasi
Lulus sekolah karena omicron
Daring soalnya banyak di internet 
Ujung ujungnya main game online seharian 

Gini amat sekolah di +62",5
6790,Apa symptoms omicron/covid yg sekarang ni eh,0
6791,"Udah vaksin 2x + udah booster, parnonya gak kayak 1 - 2 bulan lalu pas omicron kenceng banget dong ya?",5
6792,Gais omicron bs kena 2x ga ya? 😭,-3
6793,Gak ada omicron varian baru kan ? https://t.co/QEq6V2UsYV,1
6794,"dulu corona
sekarang omicron
dulu bersama
sekarang kok gamon",0
6795,Setelah ini buzzer pada update kasus covid omicron deltakon https://t.co/91OzuyLAO6,0
6796,"@Gojekmilitan Ternyata mudah Bener cara ngusir virus omicron gampang cm hubungi Dukun klenik, bikin even dan krumunan massal DOANG 😅😂🤣🤣
#minyakgorengmahal",9
6797,"@lemkoala Mon maap nih. Alpha, delta, omicron semua udah coba. Bentar lagi jadi mutant 👽
Btw saksi hidup banget nih yaaa anda, dari perjalanan S-1 sampe S-3 copid saya ini 🥲",-1
6798,pusing ngga ilang-ilang apa gue kena omicron,-13
6799,@denkmit omicron bosku,3
6800,"@tanyakanrl Sadar ga sih setiap kkn mau tayang pasti c word naik, waktu 2020 mau tayang eh ada c word trus bulan mei 2021 mau tayang eh delta trus kmrn februari mau tayang omicron naik :""",14
6801,"Temen aku pada bosen sehat, pengen ngerasain omicron. Yauda sini kerumah gc",3
6802,Yang lulusan omicron masih pada batuk ga si sampe sekarang? 😭,1
6803,Disini ada yg lulusan omicron ga? Masih pada batuk ga si?,9
6804,"@moviemenfes berarti bener ya alasan delayed releasenya krn pgn 1juta penonton atau bahkan lebih? dr yg pandemi sm yg kmren ada omicron. ya gppsi targetnya cari yg rame, toh ttp mo liat review dr yg udh nonton dulu hehe😌👍🏻",-2
6805,"Tapi… DUH. Menurut panutan saya ini, tidak akan berhenti di omicron karena intervensi begitu massif dalam bentuk vaksin. Keseimbangan dari ribuan tahun evolusi bukan begitu.

Seperti ditulis, dia tidak pernah salah sebelum ini… https://t.co/2kT0wmDuxn",18
6806,"Jog aku 1bln lalu kena omicron trs skg kontak lgi sm tmen yg tnyt omicron, bisa ketularan lagi gk ya?",-5
6807,"@JustLarv12 @moviemenfes Padahal tanggal rilis dia yg terakhir dicancel itu relatif aman, cuma pas omicron lagi naik2nya. Nah kalo skrg.. dahlah itu dia kehimpit 2 film gede... fantastic beast seminggu sebelum sama DSMOM seminggu sesudah.",1
6808,@RonaldLampard8 Corona omicron sementara libur 🤣🤣🤣,3
6809,"Apa apaan deh mimpi disuruh swab, krn temen positif omicron",4
6810,"@tvOneNews sementara ini PPKM nyaris tak terdengar,usai perhelatan nanti ramai lagi omicron dg segala protokolernya.",1
6811,@GuidoCrosetto Poro omicron...,0
6812,"@WSJ omicron katanya membawa imune dari covid delta sebelumnya....alasan kok taik banget....
padahal delta menghilangkan varian sebelumnya....",-1
6813,"tambah le ra percoyo nek kasus covid/omicron melunjak. wis meninggal iseh wae keno fitnah., suog bisnis kok sampe segitune",-6
6814,Tren turun kasus infeksi baru sudah diprediksi walaupun varian omicron dan son of omicron beredar - faktor indigenous immunity pada masyarakat hadir bak #immunologicaldarkmatter yang hadirkan imunitas - hal unik di #Indonesia https://t.co/eAgglga26T,7
6815,"Dah 2 malam terjaga kul 2 pagi smpai 4 pagi krn menjaga org demam. Tak sampai hati biar dia tidur sorang so kt kena brkorban la duduk dlm blk panas tak bkk kipas. Day 3 utk dia..harap sgt last day la demam ni.Covid sakit sgt weh. Ni br omicron,mcm mana la yg sebelum ni😭",3
6816,"Peresmian Majelis Rasulullah Saw cabang Karawang akhirnya udah 2th baru bisa ngumpul lagi gara""Bu omicron 🤭 https://t.co/lBHRLe5XGV",-2
6817,"garagara omicron bb badan nambah, harus banget diet ketat seketatketatnya --",-8
6818,"Giliran ada mandalika omicron takde kabar, coba nnt klo mandalika dah buyar dan masuk Ramadan lak onok ae polane😌",4
6819,murid-murid tata boga angkatan omicron emang lucu-lucu.,10
6820,"Prediksa prediksi 
Varian baru muncul
Son of omicron ganas
Mantu of omicrot serem
PPKM diperketat...
Booster dgn yg kadaluwarsa harus dimasivkan.
Gak ikhlas banget PLANDEMI abal2 ini berakhir.
Banyakan cocot klean..
Smg aja pada ndlosor yg sering sebar dusta ttg wabah palsu ini.",-13
6821,"@schfess gak sih. sma w rencana mau study tour ke bali, tp gajadi krn kmrn omicron lg tinggi2nya. w seneng bgt akwkakwo. udh ngirit duit, ngirit tenaga krn gakusah jadi panitia",11
6822,"haha hihi tau"" gejala omicron",5
6823,Geng nobar horor bapak² siap reuni era omicron https://t.co/f9CUG0awLu,-2
6824,"Alkisahnya di pantry.

🙍‍♀️: eh korang dh kene covid?
🧒👩‍🦰👩: dah! dah! dah!!!
🙍‍♀️: wahh, reunion alumni covid! korang batch mane?
🧒👩‍🦰👩: aku awal2 dlu, alpha kot.. aku kene delta.. aku plg junior, baru grad omicron.. 

🤣",-7
6825,"Alarma x omicron  BA .2 .
#OMICRON2 
Hilo . https://t.co/U195nPnPB6",0
6826,@FunJunkies Lebih ngeri dr omicron gasih tan ini🤣😂,-4
6827,"@atokkie Hahaha maaf kita dah tak terima tetamu, nanti ada omicron",0
6828,"badan gua meriang panas dingin gua kira omicron, gataunya friendzone",3
6829,@_ekokuntadhi Pasti motornya positif omicron,4
6830,"@putricht @DandyIdwal Bener-bener emang omicron nih😩
Makasih ya bunddd. Tunggu aku di Jakarta!!!",9
6831,"@alvinrio_1501 Lah itu juber kemenkes kan udah ancang2 skrg aja ngomong gara2 omicron efikasi jadi turun..kalo skrg dosis 3, nanti son of omicron dosis 4 🤣",-3
6832,"@webareben Iyaaa bener, ini karna omicron kemaren ben jd lemburan berkurang, huft:(",-1
6833,@bungfarid disana omicron udah ga ada pak?,0
6834,@cimcimutt @pilihanmu___ berobato pean sak durunge kenek varian siluman omicron,-5
6835,@ganjarpranowo Ada omicron kok rakyat disuruh nonton ke Mandalika bukannya dilarang😜,-8
6836,batuk bekas omicron ga ilang ilang ☠️,-13
6837,tenggorokan ga enak bukan tanda² omicron kan....,-3
6838,Meskipun harus positif omicron dulu sebelum ini🙂❤ https://t.co/WXGRmaSI5Q,2
6839,@sweetyymochiixx WKWKWKKWKWK biar ga kena omicron kack🙏🏻,4
6840,"@Ayumi_chan901 @aeribase Kwkwk..Soel bisa ae. W lagi isoman di rumah ggra omicron, but uri peterpan (EXO) n kurcaci2nya (EXOL) selalu jadi mood booster bagi semua orang termasuk akuu 🥰🥰",5
6841,@PipitSoebarjo Ah moal kaburu jigan tgl 25 mah tapi teuing ketang soalna omicron pan ganang negatifna. Kata gw mah di pcr semua da,-4
6842,@TetehhTehNgeteh @hylih_kuntil @bdngfess Seeur omicron jadi ulah kumpul di isola tapi naha loba nu offline astagfirullah saya hayang oplen,0
6843,@eifeefie cat2a je. tp camni pun seksa kan tak terbayang org yg tkde vacc booster. takde maknanya omicron tu mild kakfie.,1
6844,@badtrippinbunny Bolehhhh. I ada baca ada yang kena omicron dulu then delta 😂,0
6845,"@clarionie gue dulu pernah kena yang delta, wuh nyiksa banget sampe anosmia. tapi yang omicron b aja, sehat2 aja wkwk",-2
6846,"@CYMBOPOGONIS @SmgMenfess2 Lho, lha piye. Wong seh ono omicron og.",-3
6847,@qasim_uk Mje omicron b https://t.co/oNuGpvpQVK 2 din me tek ho gia. BT corona ko pura month lg gia,0
6848,"dengan adanya layanan digital emma ini udah pas banget, apalagi kan sekarang penyebaran omicron lagi banyak-banyaknya ya, jadi bisa sekaligus menjaga kesehatan diri terus bisa mengatur dan mengelola polis asuransi AXA Mandiri yaa kan. @AXA_Mandiri https://t.co/OTEWIXUIDi",9
6849,@electreikha @yvyvivy I terbaca haritu the main one mmg omicron tp ada strain lain jugak.,5
6850,"Covid 19 omicron pro max plus review: 
First impression ok lah, rasa tak selesa kat tekak, macam kahak lekat kat situ. Sakit kepala sikit, tbh demam takde pon. Badan kuat berpeluh. 3-4 hari macamtu pastu baik. Jujur cakap kalau takde vaksin/booster ni dah raya bawah batu nisan.",-6
6851,"Seketika omicron dan kawan²nya pun sedang menghilang sementara ada MotoGP di Indonesia 🤪 paling nanti kalo mereka uda pada balik kandang bakal ada babak baru. Haha, lagu lama 🥴",0
6852,"@jinkyukkk abis bahas omicron di jumal yeonseok, eh yg satu update pake emot masker.
emang saling melengkapi",8
6853,@qasim_uk Wo temp ss hota. AGR temp utr gia ha or dobara ni hua then its omicron not corona.corona me temp foran ni utrta,5
6854,"@alabyujin_ jgn nyampe kena deh hehe
iyaa klo omicron gapake anosmia sih kayaknya",-6
6855,"@detektifsejaht1 @Ulvatus1 @punyaijoel Ingus oh ingus 🤣

Lama2 dr dementor, suzanna sampe omicron dah tuh 🤣",0
6856,"@KemenkesRI min, berapa level antibodi yang dibutuhkan tubuh untuk melawan virus ini dan berapa antibodi yang dihasilkan vaksin dan atau alami ? selama ini liat cuma yang dihasilkan saja, sedangkan orang yang katanya udah ada antibodi dari delta, pas omicron kena lagi 😑",-3
6857,"@Oshiiiiiinnn_50 Alhamdulillah ceu Allah sayang aku   kena covid , jd sku hafalin Alkahfi 10 ayat pertama 😍😍  dr mulai 2019 muncul akhir nya kena jg omicron nya , nuhun ceu 😍♥️",4
6858,"@Oshiiiiiinnn_50 Ceuceu aku lg sakit ini kecapean ttpi sdh baikan ceu Alhamdulillah libur smp 21 Maret dr hr    mgg lalu  , omicron  ceu  positive , Alhamdulillah  baikan . kl di aku langsung dpt certificate covid 😆😆😆 aku di phone   2 kali o bag covid pem sini , pokok nya top bngt negaraku👍🏼",18
6859,"cegah varian omicron
gunakan masker https://t.co/GOS1uKhAC8",4
6860,"@G3boy2 Asik om dah lulus ujian omicron nya👏👏 selamat om.
Jadi skrng berpikir yg positif"" saja ya om😆",20
6861,"Bebas karantina, bebas pcr antigen, bebas jaga jarak, bebas masker,.

Jangan ampe setelah #MotoGPMandalika semua kembali diperketat! 
Kayaknya sih iya, kan dah rame tuh berita anaknya tante delta dan omicron. So klise",-19
6862,"@_jooeeey @KKMPutrajaya cv19/omicron: itu bossku, tarak jangkit",-8
6863,@ririzuka @waferchoco94 kenapa aku harus mengikuti hal hal yang aneh semacam positif omicron coba 🙂🙂🙂🙂🙂🙂🙂🙂. kalau bsa mah ngikut2 jadi sultan gak sih 🤡🤡🤡,13
6864,@nisa_kay ini dah macam delta punya sindrom = @amanfirdaus hilang rasa. aku kelas omicron so tak hilang rasa.,3
6865,"Jompo bgt, pagi ini ada acara senam bersama, sorenya kaki pegel-pegel gile😂
Habis omicron badannya jd manja amat dah🥲",7
6866,"@korantempo @msaid_didu selesai motoGP muncul lah omicron, mmng jahanam",-2
6867,"Dari data sebaran kasus Covid-19 di Indonesia (19 Maret 2022), Jawa Barat menjadi wilayah yang mencatatkan penambahan kasus tertinggi. Yuk, #SayaBISADisiplinProtokolCovid19!

#updatecovid19 #positifcovid19 #omicron #omicronindonesia #varianomicron #jawabarat #jakarta #jawatengah https://t.co/IL2m7p7Hnk",3
6868,Sonok pergi ER Hosp Labuan ni. Sakit sikit sikit bukan parah pon dorg accept. Time omicron ni pon lengang je. Cpt je dpt jumpa dr taksampai 5 minit. Even kadang pi checkup bby kt klinik kesihatan pon kadang husb terkejut sbb skjp. Ada masa kene tunggu lama tp mostly skjp je..,-5
6869,sera omicron 😩,0
6870,@republikaonline Virus omicron 2 itu yg minta nambah 3 periode!!!!,0
6871,@dairyourmilk Check aja semoga aja gk kena omicron ya,5
6872,"@dairyourmilk Kena omicron ituu :""(",-3
6873,dulu corona skrng omicron,0
6874,@iinnttnk Tangkal omicron dengan kebodohan 💪😝,-3
6875,@shebriana Emg sih ini imun gorilla padahal omicron tu yg paling gampang nular katanya yah. Pake air purifier merk apa kak btw?,1
6876,"Semua Vaksin Covid-19 yang Ada di Indonesia Beri Perlindungan Terhadap Omicron

Baca selengkapnya disini!
https://t.co/qFfGrMNgSH

#MataIndonesia #vaksincovid19 #Indonesia #Perlindungan #Varianomicron",12
6877,"@macaroonpelangi NADO😭😭 Alhamdulillah. Lg mabok SE skrg🤣🤣 februari kena omicron lagi buat ke 2 stlh taun kmrn. Trs rl sibuk trs. Maapin blm lanjut bacaaa bintang yess. Blm buka bookmarks lagi😞 Adil baik baik? Harus baikkk, jangaaan sakit lg yess🥺💛 Siaaaapoo😚😚💛",0
6878,@junayyy__ @Santi_nya Kasi omicron aja.kenangan seumur hidup.pelan tapi sopan,4
6879,sebenernya agak trauma bikin dimsum. yg pertama bikin besoknya abia tipes sm omicron. yg kedua besoknya gw yg tipes 🤣 tapi itu mah kayanya bukan gara2 dimsumnya sih wkwkk,6
6880,"@ryuhasan Hari nggregesi nasional, corona pun terkena omicron",-3
6881,@brigittasiw temenku sing alfa sama omicron nih sehat walafiat kabeh. delta sing sampe sekarat 😂,12
6882,"@acaiijawe Good idea.

Memang plan nak drive pelan² to banyak pelosok di Semenanjung nih. Especially ""not big city"" areas. However, omicron puts a spanner into my plan, 😰. Kena reschedule. InsyaAllah akan mula gerak later this year.",2
6883,"Nah. With omicron, everything is possible. Kawan aku bulan Jan positif, hujung bulan Feb positif sekali lagi. 😂😂😂 https://t.co/YFHmVppiUX",5
6884,@junayyy__ @utaeeeeee Kasi omicron aja....hidup kita tenang ....insyaAllah,4
6885,"@ynysmnyssn Buat pcr weh bru accurate! Sbb aku pon pcr n self test kejap positive kejap negative tapi simptom ada, cousin aku yg nan bersalin pon positif tdi lepas pcr, skrg ni benda tu (omicron) mmg pandai sorok sorok , skrg aku dh sah positive siap simptom",3
6886,"binsung:( semoga asymptomatic terus soalnya gue dah ngerasain symptom nya omicron gaenak bgt di badan:(

ini aja udh jalan 3 minggu gue masih lemes",-6
6887,@gulfsie tp GW TAKUT case omicron lg tinggi gini 😃😩😩👎🏼👎🏼👎🏼,1
6888,Belum fit banget setelah kena omicron hampir sebulan. Semoga pas masuk Ramadhan sudah fit lagi.,6
6889,"@G3boy2 Selamat...alumni omicron
Ane alumni delta bro...",5
6890,"@IndonesiaSehatt Tak perlu panik dengan adanya varian omicron, tetap Waspada dan tetap disiplin protokol kesehatan",5
6891,"Conclusion setakat tok vaccine sino+sino+Pfizer booster effective utk omicron. So far mild symptoms stage 2a. Yg penting rajin² minum aek suam dgn makan ubat. Bila badan dah start detect mok fever,batuk,flu,sore throat. At least symptoms kita sakit iya kurang azab nahan nya.",-21
6892,"Sapa sapa yang kenal me personally tahu la personality aku sejenis bubbly, funny and cheerful, kalau yang baru kenal dh mengata mcm mcm tu sbb bad negative emergy vibes kau la berjangkit dengan aku, ko dengan omicron dedua sama, setan",-14
6893,@thestorykids @Stray_Kids Gue sebagai alumni omicron tenang guyss semua bkalan baik2 ajaa dan tetep sehat doain yang terbaik aja yaa stay,16
6894,"@hyucjin emg kemungkinan besar kena, tp ya probability untuk yg lain negatif jg ada, toh kalo omicron ga seberat delta. Selama sisanya fit sih aman2 aja",-4
6895,@FELLIESSI omicron gasi? soalnya akujuga pas kena gitu gejalanya pas udh h+2 waktu imunnya lg turun dan kecapean,-4
6896,"udah 2x vaksin bukannya positif omicron, malah positif mencintaimu.",9
6897,🙃🙃🙃🙃🙃🙃 dah kuduga. omicron penyebarannya secepet itu jd kalo kena 1 biasanya yg lain cepet kenanya haha........... sedih https://t.co/RtixLXgvMp,0
6898,"@Askrlfess Covid yg omicron. Kepala berasa ditusuk"", demam gila""an (konstan, susah turunnya), susah jalan krn kaki berasa dipukul, sesek napas, anosmia, lidah tawar, rambut banyak yg rontok, menggigil, kadang sampe kejang""🙂",-13
6899,Ini sih ciri omicron bgt shit,-4
6900,@MissKoral @matkopay @melvineric23 Apaan itu... Motogp gada omicron..,0
6901,@Jus_Kelapa @matkopay @melvineric23 Gara Gara omicron gak Ada kuda lumping lagi 🤣,-8
6902,"@urnicesee actually i got covid about 4 days ago, dan kenanya juga omicron. lo selain minum obat ada konsumsi apalagi??",-12
6903,omo omo jadii omicron udah punya anak🙂😵,-2
6904,"China konfirmasi lonjakan kasus baru Covid-19 varian omicron di provinsi Zhengsheng, yang mengakibatkan di kuncinya kota tersebut, karena tingginya kasus Covid-19 di provinsi tersebut.pemerintah China di kabarkan telah menambah jumlah tempat tidur pasien positif Covid-19",23
6905,Adakah son of omicron disana..? https://t.co/gbiTh8EigT,4
6906,"Inget banget pas gerd, sama omicron drop di RS hp ribut terus karena organisasi plus tugas deadline nya Deket banget. Bukanya cepet sembuh tambah parah https://t.co/fejFi7IXLl",16
6907,"Sejumlah ahli epidemiologi di Indonesia mengkhawatirkan, andaikata pemerintah kembali mengijinkan adanya mudik lebaran pada lebaran tahun ini, yang jatuh pada 2 Mei mendatang.epidiemiolog mengingatkan bahwa kasus omicron masih menjadi ancaman serius di Indonesia saat ini",-10
6908,"@el_ehek @RawonStats Iyo, tapi musuh aparat kerajaan baik jaman Demak maupun jaman modern gak iso menang bajol e... 😅... terus musuh bangsa iwak 🐠🐋🐟 juga pernah kalah, dan sempat keleleken mutiara karena badai omicron... 😰😰😰",-30
6909,"@tatakujiyati Takutnya, kalau sudah jadi JIS dan sirkuit formula E, semua pagelarannya akan dilarang. Kalau dulu alasannya omicron naik, sekarang harga minyak goreng naik. Semuanya cara akan dilakukan, agar Pa Anies jangan naik daun. Dah gitu aja.",-3
6910,"Jangan panik! Yuk simak penjelasan dari Menkes Budi Sadikin terkait varian hybrid dari omicron dan delta, yaitu Deltacron.

https://t.co/F1Ab3ZEL7r",7
6911,omicron emang bikin pusing apa gmn😖 gue bahkan ngangkat kepala dikit udh KLIYENGAN MAU OLENG🥲,-7
6912,"@dika_sumendraa Itu kaya yg km timbang merk resto, sabrina, omicron, dll",-2
6913,@Cintada16 Sekecil omicron...,0
6914,"@dr_koko28 Yang udah vaksin komplit, tapi kena omicron...gimana tuh.",-3
6915,"Day 2 quarantine, i feel better and demam dah kebah! Semalam pagi rasa mcm nak tercabut nyawa sbb susah gila nak bernafas , dasar omicron !",-9
6916,"Aneh ya?
Gw ambil O16 tp ngunggulin L7
🤣🤣🤣 Realistis!

Maap, krna cuaaapek ngumpulin n parno ga kebagian/keabisan.

Feb awal gw hold ambil itu, gw parno isu lockdown omicron, gw butuh dana backup!
Pas gw perhatiin, yaudah Bismillah ambil yg terjangkau n bisa 'survive' aja!",3
6917,"@convomf Gatau nder, omicron kan lagi naikk",-1
6918,Keluarga ku udah kehantam omicron 2 kali. Naas bgt 🥲.,-5
6919,@CNNIndonesia Flu dibilang omicron. Meriang dibilang Omicron. Jadi yah ruwet ruwet,-15
6920,Cegah penularan omicron dengan membiasakan untuk menerapkan protokol kesehatan dalam setiap aktifitas https://t.co/9xkYC5aLua,7
6921,Ternyata sudah inilah permainan masa kini..walau covid pelbagai jenis omicron la delta la..dorang ni pon sama gak jenis covid..smua jenis kait mengait..si zahid tu ngan najib tu tak tahu malu ke..sian ye PM tak terhormat ismail tu.too sad. https://t.co/cKUgFg1KPB,-2
6922,"Me dah tak demam cuma sengal2 badan.even ms 3 hari demam pun,cuma demam.luluh hati mak ni tgk anak demam setiap 2 jam.makan ubat 2 biji pun lambat kebah.pakej sakit kepala gila dia kata😭😭 bad omicron!bad!",-16
6923,Bae2 d intip son of omicron min.. Jgn d gembar gembor.. Takut d kaji ulang sama satgas covid.... https://t.co/zpIprczNNX,5
6924,"bukan jadi sjw , tp bener berita omicron jeda dari tgl 18-21.",-4
6925,"@riizkyaji Itu dia. Konon omicron gejalanya ringan tapi sesekali di taimlain ada yang cerita, pada serem. Rasanya kayak pas lagi hujan trus terkenang sama de'e yang masi di pelukan orang lain. Remuk redam gitu :(",-3
6926,SKB 4 Menteri tentang PTM bisa antisipasi ancaman omicron. https://t.co/emn1cRrPiY,-1
6927,SKB 4 Menteri tentang PTM bisa antisipasi ancaman omicron. https://t.co/BElkX802jt,-1
6928,SKB 4 Menteri tentang PTM bisa antisipasi ancaman omicron. https://t.co/lHNMoVH46D,-1
6929,batuk bekas omicron masih ada aje si padahal udah seminggu yg lalu negatif,-7
